,Unnamed: 0,nutrition_amount,calories,fat,Carbohydrate,Protein,ingredients_name,ingredients_amount,equipment,ingred_unit,ingred_qunatity,url,tags_n_allergens,name,tags,allergens
431,482,"['3335 kJ', '797 kcal', '30.0 g', '15.0 g', '85 g', '28.0 g', '3 g', '44 g', '0 mg', '5.23 g']",797,30,85,44,"['Onion', 'Carrot', 'Bell Pepper', 'Garlic Clove', 'Beef Mince', 'Red Wine Stock', 'Finely Chopped Tomatoes with Onion and Garlic', 'Cheddar Cheese', 'Gnocchi', 'Grated Hard Italian Style Cheese']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 clove', '240 grams', '1 pot(s)', '1 pack(s)', '1 block(s)', '300 grams', '1 sachet']",[],"['unit(s)', 'unit(s)', 'unit(s)', 'clove', 'grams', 'pot(s)', 'pack(s)', 'block(s)', 'grams', 'sachet']","[1.0, 1.0, 1.0, 1.0, 240.0, 1.0, 1.0, 1.0, 300.0, 1.0]",https://www.hellofresh.co.uk/recipes/baked-beef-gnocchi-ragu-5f7f1e7e0dc3810e9528b329,"['Tags:Family Friendly', 'Allergens:Sulphites?€?Milk?€?Gluten?€?Egg']",Baked Beef & Gnocchi Ragu,['Family Friendly'],"['Sulphites', 'Milk', 'Gluten', 'Egg']"
479,538,"['2912 kJ', '696 kcal', '25.0 g', '12.0 g', '73 g', '12.0 g', '0 g', '44 g', '0 mg', '2.02 g']",696,25,73,44,"['Shallot', 'Garlic Clove', 'Carrot', 'Flat Leaf Parsley', 'Beef Mince', 'Sliced Mushrooms', 'Dried Thyme', 'Pappardelle', 'Red Wine Jus Paste', 'Grated Hard Italian Style Cheese', 'Tomato Puree', 'Water for the Sauce']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 bunch(es)', '240 grams', '1 punnet(s)', '?? pot(s)', '200 grams', '1 sachet', '1 pack(s)', '1 sachet', '150 milliliter(s)']","['Cutting board', 'Knife', 'Frying Pan', 'Saucepan', 'Bowl']","['unit(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'grams', 'punnet(s)', 'pot(s)', 'grams', 'sachet', 'pack(s)', 'sachet', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 240.0, 1.0, 200.0, 1.0, 1.0, 1.0, 150.0]",https://www.hellofresh.co.uk/recipes/beef-ragu-pappardelle-5de11d1df122a9262e415713,['Allergens:Gluten?€?Celery?€?Sulphites?€?Milk?€?Egg'],"Beef, Mushroom and Red Wine Ragu",['No Tag'],"['Gluten', 'Celery', 'Sulphites', 'Milk', 'Egg']"
627,701,"['3908 kJ', '934 kcal', '48.0 g', '26.0 g', '91 g', '9.0 g', '2 g', '34 g', '0 mg', '2.22 g']",934,48,91,34,"['Echalion Shallot', 'Carrot', 'Potato', 'Spring Onion', 'Lime', 'Pork Mince', 'Thai Spice Blend', 'Plain Flour', 'Jasmine Rice', 'Massaman Curry Paste', 'Coconut Milk', 'Water for Curry', 'Soy Sauce', 'Water for the Rice']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 unit(s)', '?? unit(s)', '240 pack(s)', '1 pot(s)', '8 grams', '150 grams', '1 sachet', '200 milliliter(s)', '150 milliliter(s)', '?? sachet', '300 milliliter(s)']",[],"['unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'pack(s)', 'pot(s)', 'grams', 'grams', 'sachet', 'milliliter(s)', 'milliliter(s)', 'sachet', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 240.0, 1.0, 8.0, 150.0, 1.0, 200.0, 150.0, 300.0]",https://www.hellofresh.co.uk/recipes/pork-meatball-massaman-style-curry-5f7f40a4f51e756b4d128811,"['Tags:Spicy', 'Allergens:Sesame?€?Gluten?€?Soya']",Pork Meatball Massaman Style Curry,['Spicy'],"['Sesame', 'Gluten', 'Soya']"
628,702,"['3908 kJ', '934 kcal', '48.0 g', '26.0 g', '91 g', '9.0 g', '2 g', '34 g', '0 mg', '2.22 g']",934,48,91,34,"['Echalion Shallot', 'Carrot', 'Potato', 'Spring Onion', 'Lime', 'Beef Mince', 'Thai Spice Blend', 'Plain Flour', 'Jasmine Rice', 'Massaman Curry Paste', 'Coconut Milk', 'Water for Curry', 'Soy Sauce', 'Water for the Rice']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 unit(s)', '?? unit(s)', '240 grams', '1 pot(s)', '8 grams', '150 grams', '1 sachet', '200 milliliter(s)', '150 milliliter(s)', '?? sachet', '300 milliliter(s)']",[],"['unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'grams', 'pot(s)', 'grams', 'grams', 'sachet', 'milliliter(s)', 'milliliter(s)', 'sachet', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 240.0, 1.0, 8.0, 150.0, 1.0, 200.0, 150.0, 300.0]",https://www.hellofresh.co.uk/recipes/beef-meatball-massaman-style-curry-5f7f1e81cf5c232eda4a5f4b,"['Tags:Spicy', 'Allergens:Sesame?€?Gluten?€?Soya']",Beef Meatball Massaman-Style Curry,['Spicy'],"['Sesame', 'Gluten', 'Soya']"
100,105,"['4305 kJ', '1029 kcal', '48.0 g', '21.0 g', '111 g', '16.0 g', '0 g', '39 g', '0 mg', '2.93 g']",1029,48,111,39,"['Potatoes', 'Onion', 'Carrot', 'Garlic Clove', 'Beef Mince', 'Cornflour', 'Sliced Mushrooms', 'Tomato Puree', 'Red Wine Stock', 'Puff Pastry Sheet', 'Savoy Cabbage', 'Water for the Sauce']","['1 pack(s)', '1 unit(s)', '1 unit(s)', '1 unit(s)', '240 grams', '20 grams', '1 punnet(s)', '1 sachet', '1 pot(s)', '?? roll(s)', '1 pack(s)', '200 milliliter(s)']","['Potato Masher', 'Saucepan', 'Sieve', 'Cutting board', 'Frying Pan', 'Knife', 'Plate', 'Baking Dish']","['pack(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'grams', 'grams', 'punnet(s)', 'sachet', 'pot(s)', 'roll(s)', 'pack(s)', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 240.0, 20.0, 1.0, 1.0, 1.0, 1.0, 200.0]",https://www.hellofresh.co.uk/recipes/beef-mushroom-pie-5e74d35a3d99834ee3629c14,['Allergens:Sulphites?€?Gluten'],Beef & Mushroom Pie,['No Tag'],"['Sulphites', 'Gluten']"
197,212,"['1916 kJ', '458 kcal', '17.0 g', '5.0 g', '38 g', '19.0 g', '0 g', '38 g', '0 mg', '1.0 g']",458,17,38,38,"['Butternut Squash', 'Thyme', 'Hazelnut', 'Echalion Shallot', 'Panko Breadcrumbs', 'Venison Leg Steak', 'Dijon Mustard', 'Kale', 'Redcurrant Jelly', 'Grated Hard Italian Style Cheese', 'Water']","['1 unit(s)', '1 bunch(es)', '1 bag(s)', '1 unit(s)', '25 grams', '2 unit(s)', '1 pot(s)', '1 bag(s)', '1 pot(s)', '1 pack(s)', '100 milliliter(s)']","['Baking Tray', 'Bowl', 'Frying Pan', 'Plate']","['unit(s)', 'bunch(es)', 'bag(s)', 'unit(s)', 'grams', 'unit(s)', 'pot(s)', 'bag(s)', 'pot(s)', 'pack(s)', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 25.0, 2.0, 1.0, 1.0, 1.0, 1.0, 100.0]",https://www.hellofresh.co.uk/recipes/hazelnut-crusted-venison-5b5afd2eae08b52119303952,['Allergens:Nuts?€?Gluten?€?Mustard?€?Milk?€?Egg'],Hazelnut Crusted Venison,['No Tag'],"['Nuts', 'Gluten', 'Mustard', 'Milk', 'Egg']"
613,687,"['2558 kJ', '611 kcal', '11.12 g', '2.04 g', '70.48 g', '17.95 g', '3.25 g', '60.68 g', '0 mg', '3.13 g']",611,11.12,70.48,60.68,"['Ginger', 'Garlic Clove', 'Spring Onion', 'Bell Pepper', 'Lime', 'Coriander', 'Salted Peanuts', 'Sweet Chilli Sauce', 'Soy Sauce', 'Egg Noodle Nest', 'Diced Chicken Breast', 'King Prawns', 'Chinese Leaf', 'Water for the Sauce']","['?? piece', '1 unit(s)', '1 unit(s)', '1 unit(s)', '?? unit(s)', '1 bunch(es)', '25 grams', '2 sachet', '1 sachet', '2 pack(s)', '280 grams', '150 grams', '120 grams', '50 milliliter(s)']","['Saucepan', 'Bowl', 'Knife', 'Cutting board', 'Garlic Press', 'Zester', 'Frying Pan', 'Wok']","['unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'grams', 'sachet', 'sachet', 'pack(s)', 'grams', 'grams', 'grams', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 25.0, 2.0, 1.0, 2.0, 280.0, 150.0, 120.0, 50.0]",https://www.hellofresh.co.uk/recipes/sweet-chilli-chicken-and-prawns-602bd6d898b3eb2f545ee5d9,"['Tags:Spicy?€?Rapid', 'Allergens:Peanuts?€?Gluten?€?Soya?€?Egg?€?Crustaceans']",Sweet Chilli Chicken and Prawns,"['Spicy', 'Rapid']","['Peanuts', 'Gluten', 'Soya', 'Egg', 'Crustaceans']"
592,663,"['3176 kJ', '759 kcal', '17.0 g', '7.0 g', '99 g', '23.0 g', '0 g', '49 g', '0 mg', '2.6 g']",759,17,99,49,"['Courgette', 'Red Onion', 'Dried Thyme', 'Easy Garlic', 'Beef Mince', 'Wheat Spaghetti', 'Diced Tomatoes with Basil', 'Vegetarian Worcester Sauce', 'Grated Hard Italian Style Cheese']","['1 unit(s)', '1 unit(s)', '1 tbsp', '1 sachet', '250 grams', '200 grams', '1 pack(s)', '1 tbsp', '20 grams']","['Cutting board', 'Knife', 'Frying Pan', 'Slotted Spoon', 'Saucepan', 'Bowl', 'Strainer']","['unit(s)', 'unit(s)', 'tbsp', 'sachet', 'grams', 'grams', 'pack(s)', 'tbsp', 'grams']","[1.0, 1.0, 1.0, 1.0, 250.0, 200.0, 1.0, 1.0, 20.0]",https://www.hellofresh.co.uk/recipes/tomato-garlic-beeg-ragu-59e9d9cb450cfa23111b08a2,"['Tags:Under 750 calories?€?Quick', 'Allergens:Gluten?€?Milk?€?Egg']",Tomato-Garlic Beef Ragu,"['Under 750 calories', 'Quick']","['Gluten', 'Milk', 'Egg']"
1246,1375,"['1439.296 kJ', '344 kcal', '15.0 g', '9.0 g', '11 g', '0.0 g', '0 g', '11 g', '0.0 g', 'Baking Tray']",344,15,11,11,"['New Potatoes', 'Fennel', 'Lemon', 'Asparagus', 'Spring Onion', 'Chives', 'Sour Cream', 'Baby Gem Lettuce', 'Lambs Lettuce and Bulls Blood Leaves']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 unit(s)', '3 unit(s)', '2 unit(s)', '1 pot(s)', '1 unit(s)', '1 bag(s)']","['Knife', 'Grater', 'Mixing Bowl', 'Oven dish', 'Frying Pan', 'Plate']","['unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'pot(s)', 'unit(s)', 'bag(s)']","[1.0, 1.0, 1.0, 1.0, 3.0, 2.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/british-summer-salad-with-asparagus-chives-and-fennel-57348333f8b25ea73a8b4568,"['Tags:Not Suitable for Coeliacs?€?Healthy?€?Veggie', 'Allergens:Milk']","British Summer Salad with Asparagus, Chives and Fennel","['Not Suitable for Coeliacs', 'Healthy', 'Veggie']",['Milk']
1236,1365,"['4531 kJ', '1083 kcal', '38.0 g', '11.0 g', '137 g', '16.0 g', '0 g', '39 g', '0 mg', '0.0 g']",1083,38,137,39,"['Onion', 'Yellow Pepper', 'Mexican Spice', 'Kidney Beans', 'Coriander', 'Baby Gem Lettuce', 'Cherry Tomatoes', 'Avocado', 'Lime', 'Sour Cream', 'Wholemeal Tortilla', 'Cheddar Cheese', 'Water']","['1 unit(s)', '?? unit(s)', '?? tsp', '1 tin(s)', '?? bunch(es)', '1 punnet(s)', '1 unit(s)', '?? unit(s)', '3 tbsp', '4 unit(s)', '3 tbsp', '', '5 tbsp']","['Frying Pan', 'Knife', 'Bowl', 'Potato Masher', 'Grater', 'Oven dish', 'Plate']","['unit(s)', 'unit(s)', 'tsp', 'tin(s)', 'bunch(es)', 'punnet(s)', 'unit(s)', 'unit(s)', 'tbsp', 'unit(s)', 'tbsp', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 3.0, 4.0, 3.0, 5.0]",https://www.hellofresh.co.uk/recipes/quickfire-quesadillas-with-homemade-citrus-guacamole-32-5761178af8b25e306b8b4567,"['Tags:Veggie', 'Allergens:Milk?€?Gluten']",Quickfire Quesadillas with Homemade Citrus Guacamole,['Veggie'],"['Milk', 'Gluten']"
1220,1349,"['2849.304 kJ', '681 kcal', '49.0 g', '31.0 g', '42 g', '9.0 g', '0 g', '21 g', '0 mg', '4.0 g']",681,49,42,21,"['Potato', 'Leek', 'Celery Stick', 'Closed Cup Mushrooms', 'Thyme', 'Vegetable Stock Pot', 'Kale and Rainbow Chard Mix', 'Panko Breadcrumbs', 'Feta Cheese', 'Double Cream', 'Water']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 punnet(s)', '?? bunch(es)', '?? unit(s)', '?? bag(s)', '30 grams', '1 block(s)', '1 pot(s)', '100 milliliter(s)']","['Knife', 'Pot', 'Bowl', 'Baking Dish']","['unit(s)', 'unit(s)', 'unit(s)', 'punnet(s)', 'bunch(es)', 'unit(s)', 'bag(s)', 'grams', 'block(s)', 'pot(s)', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 30.0, 1.0, 1.0, 100.0]",https://www.hellofresh.co.uk/recipes/creamy-vegetable-and-feta-pie-wk-57d1344f3933dcf6418b4569,"['Tags:Veggie', 'Allergens:Celery?€?Sulphites?€?Gluten?€?Milk?€?Soya']",Creamy Vegetable and Feta Pie,['Veggie'],"['Celery', 'Sulphites', 'Gluten', 'Milk', 'Soya']"
569,635,"['4125 kJ', '986 kcal', '49.0 g', '23.0 g', '82 g', '10.0 g', '0 g', '50 g', '0 mg', '5.87 g']",986,49,82,50,"['Leek', 'Courgette', 'Garlic', 'Basil 20g', 'Lemon', 'Pork and Oregano Sausage Meat', 'Orzo', 'Vegetable Stock Pot', 'Grated Hard Italian Style Cheese', 'Feta Cheese', 'Water']","['1 unit(s)', '1 unit(s)', '1 clove', '1 bunch(es)', '?? unit(s)', '300 grams', '180 grams', '1 unit(s)', '1 pack(s)', '1 block(s)', '?? litre(s)']","['Cutting board', 'Grater', 'Knife', 'Saucepan', 'Measuring Cups', 'Spoon', 'Frying Pan', 'Bowl']","['unit(s)', 'unit(s)', 'clove', 'bunch(es)', 'unit(s)', 'grams', 'grams', 'unit(s)', 'pack(s)', 'block(s)', 'litre(s)']","[1.0, 1.0, 1.0, 1.0, 300.0, 180.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/pork-feta-orzotto-5aa25462ae08b56bdc29b872,['Allergens:Sulphites?€?Gluten?€?Celery?€?Milk?€?Egg'],Pork & Feta Orzotto,['No Tag'],"['Sulphites', 'Gluten', 'Celery', 'Milk', 'Egg']"
488,547,"['3142 kJ', '751 kcal', '36.0 g', '13.0 g', '99 g', '21.0 g', '0 g', '20 g', '0 mg', '3.0 g']",751,36,99,20,"['Apple', 'Echalion Shallot', 'Garlic', 'Sage', 'Diced Butternut Squash', 'Italian Herbs', 'Bacon Lardons', 'Gnocchi', 'Chicken Stock Powder', 'Honey', 'Creme Fraiche', 'Walnuts', 'Water for the Sauce']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 bunch(es)', '300 grams', '?? pot(s)', '60 grams', '400 grams', '1 sachet', '1 sachet', '1 pack(s)', '1 pot(s)', '150 milliliter(s)']","['Cutting board', 'Saucepan', 'Baking Tray']","['unit(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'grams', 'pot(s)', 'grams', 'grams', 'sachet', 'sachet', 'pack(s)', 'pot(s)', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 300.0, 60.0, 400.0, 1.0, 1.0, 1.0, 1.0, 150.0]",https://www.hellofresh.co.uk/recipes/roasted-butternut-and-apple-5db9b3a8bd04820ff07f5b1e,['Allergens:Gluten?€?Celery?€?Milk?€?Nuts'],Creamy Pancetta Gnocchi,['No Tag'],"['Gluten', 'Celery', 'Milk', 'Nuts']"
445,500,"['3119 kJ', '746 kcal', '27.0 g', '11.0 g', '104 g', '19.0 g', '3 g', '32 g', '0 mg', '2.64 g']",746,27,104,32,"['Butternut Squash', 'Red Onion', 'Tenderstem Broccoli ??', 'Garlic Clove', 'Tarragon', 'Serrano Ham', 'Linguine', 'Pasta Water', 'Chicken Stock Powder', 'Creme Fraiche']","['1 unit(s)', '1 unit(s)', '1 pack(s)', '1 unit(s)', '?? bunch(es)', '4 unit(s)', '200 grams', '125 milliliter(s)', '1 sachet', '150 grams']","['Baking Tray', 'Cutting board', 'Knife', 'Grater', 'Saucepan', 'Colander', 'Frying Pan', 'Kitchen Paper', 'Bowl']","['unit(s)', 'unit(s)', 'pack(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'grams', 'milliliter(s)', 'sachet', 'grams']","[1.0, 1.0, 1.0, 1.0, 4.0, 200.0, 125.0, 1.0, 150.0]",https://www.hellofresh.co.uk/recipes/serrano-ham-tarragon-and-butternut-linguine-5f297fb142801b0f6b1124e8,['Allergens:Gluten?€?Celery?€?Milk'],"Serrano Ham, Tarragon and Butternut Linguine",['No Tag'],"['Gluten', 'Celery', 'Milk']"
561,625,"['3322 kJ', '794 kcal', '28.0 g', '11.0 g', '87 g', '11.0 g', '0 g', '54 g', '0 mg', '1.0 g']",794,28,87,54,"['Red Onion', 'Basil 20g', 'Lemon', 'Easy Garlic', 'Diced Chicken Thigh', 'Linguine', 'Sugar Snap Peas', 'Creme Fraiche', 'Chicken Stock', 'Grated Hard Italian Style Cheese', 'Water']","['1 unit(s)', '1 bunch(es)', '1 unit(s)', '1 sachet', '420 grams', '400 grams', '2 pack(s)', '1 pot(s)', '1 sachet', '1 pack(s)', '50 milliliter(s)']","['Cutting board', 'Knife', 'Saucepan', 'Bowl', 'Frying Pan', 'Spoon', 'Strainer']","['unit(s)', 'bunch(es)', 'unit(s)', 'sachet', 'grams', 'grams', 'pack(s)', 'pot(s)', 'sachet', 'pack(s)', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 420.0, 400.0, 2.0, 1.0, 1.0, 1.0, 50.0]",https://www.hellofresh.co.uk/recipes/summer-chicken-linguine-5b2cfb3030006c2d5e732012,"['Tags:Family Box', 'Allergens:Gluten?€?Milk?€?Egg']",Summer Chicken Linguine,['Family Box'],"['Gluten', 'Milk', 'Egg']"
786,875,"['3561 kJ', '851 kcal', '53.0 g', '21.0 g', '52 g', '25.0 g', '0 g', '42 g', '0 mg', '3.0 g']",851,53,52,42,"['Red Onion', 'Butternut Squash', 'Lemon', 'Halloumi', 'Red and Black Quinoa', 'Tahini Paste', 'Honey', 'Rocket', 'Walnuts', 'Olive Oil', 'Boiling Water']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 block(s)', '50 grams', '1 sachet', '1 sachet', '1 bag(s)', '1 bag(s)', '1.5 tbsp', '2 tbsp']",[],"['unit(s)', 'unit(s)', 'unit(s)', 'block(s)', 'grams', 'sachet', 'sachet', 'bag(s)', 'bag(s)', 'tbsp', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 50.0, 1.0, 1.0, 1.0, 1.0, 1.5, 2.0]",https://www.hellofresh.co.uk/recipes/squash-quinoa-and-halloumi-5d0cf87b98ae4800123c6a32,['Allergens:Milk?€?Sesame?€?Nuts'],"Squash, Quinoa and Halloumi",['No Tag'],"['Milk', 'Sesame', 'Nuts']"
1148,1272,"['3799 kJ', '908 kcal', '32.0 g', '6.0 g', '117 g', '13.0 g', '13 g', '36 g', '0 mg', '2.87 g']",908,32,117,36,"['Potato', 'Baby Gem Lettuce', 'Carrot', 'Red Kidney Beans', 'Panko Breadcrumbs', 'Korma Curry Paste', 'Mayonnaise', 'Cider Vinegar', 'Seeded Burger Bun', 'Egg', 'Olive Oil', 'Egg for Binding']","['1 pack(s)', '1 unit(s)', '1 unit(s)', '1 pack(s)', '50 grams', '1 sachet', '1 sachet', '1 sachet', '2 unit(s)', '2 unit(s)', '1 tbsp', '1 unit(s)']","['Cutting board', 'Knife', 'Baking Tray', 'Bowl', 'Colander', 'Plate', 'Potato Masher', 'Frying Pan']","['pack(s)', 'unit(s)', 'unit(s)', 'pack(s)', 'grams', 'sachet', 'sachet', 'sachet', 'unit(s)', 'unit(s)', 'tbsp', 'unit(s)']","[1.0, 1.0, 1.0, 1.0, 50.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/veggie-korma-bean-burger-and-curried-mayo-5f352f65a35ec664f303490a,"['Tags:Veggie', 'Allergens:Egg?€?Gluten?€?Mustard?€?Sulphites?€?Soya']",Veggie Korma Bean Burger and Curried Mayo,['Veggie'],"['Egg', 'Gluten', 'Mustard', 'Sulphites', 'Soya']"
1031,1145,"['3383 kJ', '809 kcal', '41.0 g', '20.0 g', '64 g', '10.0 g', '3 g', '48 g', '0 mg', '4.0 g']",809,41,64,48,"['Bell Pepper', 'Spring Onion', 'Red Chilli', 'Garlic', 'Coriander', 'Lime', 'Red Thai Curry Paste', 'Coconut Milk', 'Chicken Stock Powder', 'Peanut Butter', 'Diced Chicken Thigh', 'King Prawns', 'Egg Noodle Nest', 'Water']","['1 unit(s)', '1 unit(s)', '?? unit(s)', '1 unit(s)', '1 bunch(es)', '?? unit(s)', '50 grams', '200 milliliter(s)', '1 sachet', '1 pot(s)', '210 grams', '150 grams', '2 pack(s)', '400 milliliter(s)']","['Kettle', 'Knife', 'Cutting board', 'Garlic Press', 'Zester', 'Saucepan', 'Frying Pan', 'Plate', 'Aluminum Foil', 'Large Bowl']","['unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'grams', 'milliliter(s)', 'sachet', 'pot(s)', 'grams', 'grams', 'pack(s)', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 50.0, 200.0, 1.0, 1.0, 210.0, 150.0, 2.0, 400.0]",https://www.hellofresh.co.uk/recipes/fragrant-chicken-laksa-fragrant-chicken-and-prawn-laksa-6023a410a72dcd79e6201ac2,"['Tags:Spicy', 'Allergens:Celery?€?Peanuts?€?Crustaceans?€?Egg?€?Gluten']",Fragrant Chicken and Prawn Laksa,['Spicy'],"['Celery', 'Peanuts', 'Crustaceans', 'Egg', 'Gluten']"
1136,1259,"['3383 kJ', '808 kcal', '40.0 g', '15.0 g', '78 g', '16.0 g', '10 g', '28 g', '0 mg', '4.11 g']",808,40,78,28,"['Onion', 'Garlic Clove', 'Sweetcorn', 'Black Beans', 'Cheddar Cheese', 'Central American Style Spice Mix', 'Vegetable Stock Powder', 'Wholemeal Tortilla', 'Lime', 'Baby Plum Tomatoes', 'Avocado', 'Soured Cream', 'Water for the Beans']","['1 unit(s)', '1 unit(s)', '1 tin(s)', '1 pack(s)', '60 grams', '1 pot(s)', '1 sachet', '4 unit(s)', '?? unit(s)', '125 grams', '1 unit(s)', '75 grams', '75 milliliter(s)']",[],"['unit(s)', 'unit(s)', 'tin(s)', 'pack(s)', 'grams', 'pot(s)', 'sachet', 'unit(s)', 'unit(s)', 'grams', 'unit(s)', 'grams', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 60.0, 1.0, 1.0, 4.0, 125.0, 1.0, 75.0, 75.0]",https://www.hellofresh.co.uk/recipes/charred-corn-and-cheddar-quesadilla-600192e9bdede4515a4b8188,"['Tags:Veggie', 'Allergens:Milk?€?Celery?€?Gluten']",Charred Corn and Cheddar Quesadillas,['Veggie'],"['Milk', 'Celery', 'Gluten']"
144,152,"['1950 kJ', '466 kcal', '26.0 g', '17.0 g', '36 g', '9.0 g', '0 g', '21 g', '0 mg', '0.8 g']",466,26,36,21,"['Salad Potatoes', 'Fennel', 'Baby Plum Tomatoes', 'Lemon', 'Dill', 'Butter', 'White Wine Vinegar', 'Monkfish Medallions', 'Samphire']","['1 pack(s)', '1 unit(s)', '1 punnet(s)', '1 unit(s)', '?? bunch(es)', '60 grams', '1 sachet', '200 grams', '1 pot(s)']","['Baking Tray', 'Cutting board', 'Knife', 'Zester', 'Frying Pan', 'Saucepan', 'Lid', 'Plate']","['pack(s)', 'unit(s)', 'punnet(s)', 'unit(s)', 'bunch(es)', 'grams', 'sachet', 'grams', 'pot(s)']","[1.0, 1.0, 1.0, 1.0, 60.0, 1.0, 200.0, 1.0]",https://www.hellofresh.co.uk/recipes/pan-fried-monkfish-medallions-5d5f961d687add000d20843d,['Allergens:Milk?€?Sulphites?€?Fish'],Pan-Fried Monkfish Medallions,['No Tag'],"['Milk', 'Sulphites', 'Fish']"
983,1091,"['2502 kJ', '598 kcal', '13.0 g', '4.0 g', '86 g', '12.0 g', '3 g', '58 g', '0 mg', '1.9 g']",598,13,86,58,"['Garlic', 'Baby Plum Tomatoes', 'Onion', 'Chives', 'Chorizo', 'Spaghetti', 'Tomato Puree', 'Chilli Flakes', 'Red Wine Vinegar', 'Pasta Water', 'King Prawns']","['1 unit(s)', '1 punnet(s)', '1 unit(s)', '1 bunch(es)', '60 grams', '200 grams', '1 sachet', '1 pinch', '1 sachet', '150 milliliter(s)', '120 grams']",[],"['unit(s)', 'punnet(s)', 'unit(s)', 'bunch(es)', 'grams', 'grams', 'sachet', 'sachet', 'milliliter(s)', 'grams']","[1.0, 1.0, 1.0, 1.0, 60.0, 200.0, 1.0, 1.0, 1.0, 150.0, 120.0]",https://www.hellofresh.co.uk/recipes/prawn-chorizo-spaghetti-5f918b27ebb5c955632a1712,"['Tags:Spicy', 'Allergens:Milk?€?Gluten?€?Sulphites?€?Crustaceans']",Prawn & Chorizo Spaghetti,['Spicy'],"['Milk', 'Gluten', 'Sulphites', 'Crustaceans']"
1140,1264,"['5314 kJ', '1270 kcal', '50.0 g', '23.0 g', '168 g', '28.0 g', '17 g', '70 g', '0 mg', '7.94 g']",1270,50,168,70,"['Potato', 'Halloumi', 'Baby Gem Lettuce', 'Mint', 'Lemon', 'Greek Yoghurt', 'Tahini Paste', 'Honey', 'Pomegranate', 'Chermoula Spice', 'Plain Flour', 'Sumac', 'Greek Flatbreads', 'Falafel Mix', 'Water', 'Water for Batter']","['1 pack(s)', '1 block(s)', '1 unit(s)', '1 bunch(es)', '?? unit(s)', '75 grams', '1 sachet', '1 unit(s)', '?? unit(s)', '1 pot(s)', '8 grams', '1 tsp', '4 unit(s)', '1 pack(s)', '3 tbsp', '150 milliliter(s)']",[],"['pack(s)', 'block(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'grams', 'sachet', 'unit(s)', 'unit(s)', 'pot(s)', 'grams', 'tsp', 'unit(s)', 'pack(s)', 'tbsp', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 75.0, 1.0, 1.0, 1.0, 8.0, 1.0, 4.0, 1.0, 3.0, 150.0]",https://www.hellofresh.co.uk/recipes/chermoula-falafel-flatbreads-5f7c441622e21d6c207f2ca0,"['Tags:Spicy?€?Veggie', 'Allergens:Milk?€?Sesame?€?Gluten']",Falafel Flatbreads and Halloumi Fries,"['Spicy', 'Veggie']","['Milk', 'Sesame', 'Gluten']"
